driver,vehicle,speed,acceleration,weight,handling
Rosalina,Biddybuggy,9,12,9,10
Rosalina,Baby Blooper,10,11,9,10
Rosalina,Loco Moto,10,11,9,10
Rosalina,Standard Kart,11,10,10,9
Rosalina,Plushbuggy,11,10,10,9
Rosalina,Blastronaut III,11,11,11,7
Rosalina,Dread Sled,12,8,11,9
Rosalina,Rally Kart,12,9,11,8
Rosalina,Zoom Buggy,12,9,11,8
Rosalina,Hot Rod,12,9,11,8
Rosalina,Ribbit Revster,12,9,11,8
Rosalina,Roadster Royale,12,9,11,8
Rosalina,B Dasher,12,9,11,8
Rosalina,Bumble V,12,9,11,8
Rosalina,Carpet Flyer,12,9,11,8
Rosalina,Cloud 9,12,9,11,8
Rosalina,Funky Dorrie,12,10,12,6
Rosalina,Big Horn,13,7,13,7
Rosalina,Billdozer,13,7,13,7
Rosalina,W-Twin Chopper,13,8,10,9
Rosalina,Rallygator,13,8,14,5
Rosalina,Chargin' Truck,14,6,13,7
Rosalina,Tiny Titan,14,6,13,7
Rosalina,Li'l Dumpy,14,6,13,7
Rosalina,Mecha Trike,14,6,13,7
Rosalina,Bowser Bruiser,14,6,13,7
Rosalina,Reel Racer,14,7,11,8
Rosalina,Lobster Roller,14,7,14,5
Rosalina,Junkyard Hog,14,8,12,6
Rosalina,Stellar Sled,15,5,13,7
Pauline,Standard Bike,7,14,8,11
Pauline,Cute Scoot,7,14,8,11
Pauline,Tune Thumper,7,14,8,11
Pauline,Rally Bike,8,13,8,11
Pauline,Hyper Pipe,8,13,8,11
Pauline,Fin Twin,8,13,8,11
Pauline,Dolphin Dasher,8,13,8,11
Pauline,Pipe Frame,8,13,9,10
Pauline,Mach Rocket,9,12,8,11
Pauline,R.O.B. H.O.G.,9,12,8,11
Pauline,Biddybuggy,9,12,9,10
Pauline,Baby Blooper,10,11,9,10
Pauline,Loco Moto,10,11,9,10
Pauline,Standard Kart,11,10,10,9
Pauline,Plushbuggy,11,10,10,9
Pauline,Blastronaut III,11,11,11,7
Pauline,Dread Sled,12,8,11,9
Pauline,Rally Kart,12,9,11,8
Pauline,Zoom Buggy,12,9,11,8
Pauline,Hot Rod,12,9,11,8
Pauline,Ribbit Revster,12,9,11,8
Pauline,Roadster Royale,12,9,11,8
Pauline,B Dasher,12,9,11,8
Pauline,Bumble V,12,9,11,8
Pauline,Carpet Flyer,12,9,11,8
Pauline,Cloud 9,12,9,11,8
Pauline,Funky Dorrie,12,10,12,6
Pauline,Big Horn,13,7,13,7
Pauline,Billdozer,13,7,13,7
Pauline,W-Twin Chopper,13,8,10,9
Pauline,Rallygator,13,8,14,5
Pauline,Chargin' Truck,14,6,13,7
Pauline,Tiny Titan,14,6,13,7
Pauline,Li'l Dumpy,14,6,13,7
Pauline,Mecha Trike,14,6,13,7
Pauline,Bowser Bruiser,14,6,13,7
Pauline,Reel Racer,14,7,11,8
Pauline,Lobster Roller,14,7,14,5
Pauline,Junkyard Hog,14,8,12,6
Pauline,Stellar Sled,15,5,13,7
King Boo,Standard Bike,7,14,8,11
King Boo,Cute Scoot,7,14,8,11
King Boo,Tune Thumper,7,14,8,11
King Boo,Rally Bike,8,13,8,11
King Boo,Hyper Pipe,8,13,8,11
King Boo,Fin Twin,8,13,8,11
King Boo,Dolphin Dasher,8,13,8,11
King Boo,Pipe Frame,8,13,9,10
King Boo,Mach Rocket,9,12,8,11
King Boo,R.O.B. H.O.G.,9,12,8,11
King Boo,Biddybuggy,9,12,9,10
King Boo,Baby Blooper,10,11,9,10
King Boo,Loco Moto,10,11,9,10
King Boo,Standard Kart,11,10,10,9
King Boo,Plushbuggy,11,10,10,9
King Boo,Blastronaut III,11,11,11,7
King Boo,Dread Sled,12,8,11,9
King Boo,Rally Kart,12,9,11,8
King Boo,Zoom Buggy,12,9,11,8
King Boo,Hot Rod,12,9,11,8
King Boo,Ribbit Revster,12,9,11,8
King Boo,Roadster Royale,12,9,11,8
King Boo,B Dasher,12,9,11,8
King Boo,Bumble V,12,9,11,8
King Boo,Carpet Flyer,12,9,11,8
King Boo,Cloud 9,12,9,11,8
King Boo,Funky Dorrie,12,10,12,6
King Boo,Big Horn,13,7,13,7
King Boo,Billdozer,13,7,13,7
King Boo,W-Twin Chopper,13,8,10,9
King Boo,Rallygator,13,8,14,5
King Boo,Chargin' Truck,14,6,13,7
King Boo,Tiny Titan,14,6,13,7
King Boo,Li'l Dumpy,14,6,13,7
King Boo,Mecha Trike,14,6,13,7
King Boo,Bowser Bruiser,14,6,13,7
King Boo,Reel Racer,14,7,11,8
King Boo,Lobster Roller,14,7,14,5
King Boo,Junkyard Hog,14,8,12,6
King Boo,Stellar Sled,15,5,13,7
Piranha Plant,Standard Bike,7,14,8,11
Piranha Plant,Cute Scoot,7,14,8,11
Piranha Plant,Tune Thumper,7,14,8,11
Piranha Plant,Rally Bike,8,13,8,11
Piranha Plant,Hyper Pipe,8,13,8,11
Piranha Plant,Fin Twin,8,13,8,11
Piranha Plant,Dolphin Dasher,8,13,8,11
Piranha Plant,Pipe Frame,8,13,9,10
Piranha Plant,Mach Rocket,9,12,8,11
Piranha Plant,R.O.B. H.O.G.,9,12,8,11
Piranha Plant,Biddybuggy,9,12,9,10
Piranha Plant,Baby Blooper,10,11,9,10
Piranha Plant,Loco Moto,10,11,9,10
Piranha Plant,Standard Kart,11,10,10,9
Piranha Plant,Plushbuggy,11,10,10,9
Piranha Plant,Blastronaut III,11,11,11,7
Piranha Plant,Dread Sled,12,8,11,9
Piranha Plant,Rally Kart,12,9,11,8
Piranha Plant,Zoom Buggy,12,9,11,8
Piranha Plant,Hot Rod,12,9,11,8
Piranha Plant,Ribbit Revster,12,9,11,8
Piranha Plant,Roadster Royale,12,9,11,8
Piranha Plant,B Dasher,12,9,11,8
Piranha Plant,Bumble V,12,9,11,8
Piranha Plant,Carpet Flyer,12,9,11,8
Piranha Plant,Cloud 9,12,9,11,8
Piranha Plant,Funky Dorrie,12,10,12,6
Piranha Plant,Big Horn,13,7,13,7
Piranha Plant,Billdozer,13,7,13,7
Piranha Plant,W-Twin Chopper,13,8,10,9
Piranha Plant,Rallygator,13,8,14,5
Piranha Plant,Chargin' Truck,14,6,13,7
Piranha Plant,Tiny Titan,14,6,13,7
Piranha Plant,Li'l Dumpy,14,6,13,7
Piranha Plant,Mecha Trike,14,6,13,7
Piranha Plant,Bowser Bruiser,14,6,13,7
Piranha Plant,Reel Racer,14,7,11,8
Piranha Plant,Lobster Roller,14,7,14,5
Piranha Plant,Junkyard Hog,14,8,12,6
Piranha Plant,Stellar Sled,15,5,13,7
Snowman,Standard Bike,7,14,8,11
Snowman,Cute Scoot,7,14,8,11
Snowman,Tune Thumper,7,14,8,11
Snowman,Rally Bike,8,13,8,11
Snowman,Hyper Pipe,8,13,8,11
Snowman,Fin Twin,8,13,8,11
Snowman,Dolphin Dasher,8,13,8,11
Snowman,Pipe Frame,8,13,9,10
Snowman,Mach Rocket,9,12,8,11
Snowman,R.O.B. H.O.G.,9,12,8,11
Snowman,Biddybuggy,9,12,9,10
Snowman,Baby Blooper,10,11,9,10
Snowman,Loco Moto,10,11,9,10
Snowman,Standard Kart,11,10,10,9
Snowman,Plushbuggy,11,10,10,9
Snowman,Blastronaut III,11,11,11,7
Snowman,Dread Sled,12,8,11,9
Snowman,Rally Kart,12,9,11,8
Snowman,Zoom Buggy,12,9,11,8
Snowman,Hot Rod,12,9,11,8
Snowman,Ribbit Revster,12,9,11,8
Snowman,Roadster Royale,12,9,11,8
Snowman,B Dasher,12,9,11,8
Snowman,Bumble V,12,9,11,8
Snowman,Carpet Flyer,12,9,11,8
Snowman,Cloud 9,12,9,11,8
Snowman,Funky Dorrie,12,10,12,6
Snowman,Big Horn,13,7,13,7
Snowman,Billdozer,13,7,13,7
Snowman,W-Twin Chopper,13,8,10,9
Snowman,Rallygator,13,8,14,5
Snowman,Chargin' Truck,14,6,13,7
Snowman,Tiny Titan,14,6,13,7
Snowman,Li'l Dumpy,14,6,13,7
Snowman,Mecha Trike,14,6,13,7
Snowman,Bowser Bruiser,14,6,13,7
Snowman,Reel Racer,14,7,11,8
Snowman,Lobster Roller,14,7,14,5
Snowman,Junkyard Hog,14,8,12,6
Snowman,Stellar Sled,15,5,13,7
Cataquack,Standard Bike,7,14,8,11
Cataquack,Cute Scoot,7,14,8,11
Cataquack,Tune Thumper,7,14,8,11
Cataquack,Rally Bike,8,13,8,11
Cataquack,Hyper Pipe,8,13,8,11
Cataquack,Fin Twin,8,13,8,11
Cataquack,Dolphin Dasher,8,13,8,11
Cataquack,Pipe Frame,8,13,9,10
Cataquack,Mach Rocket,9,12,8,11
Cataquack,R.O.B. H.O.G.,9,12,8,11
Cataquack,Biddybuggy,9,12,9,10
Cataquack,Baby Blooper,10,11,9,10
Cataquack,Loco Moto,10,11,9,10
Cataquack,Standard Kart,11,10,10,9
Cataquack,Plushbuggy,11,10,10,9
Cataquack,Blastronaut III,11,11,11,7
Cataquack,Dread Sled,12,8,11,9
Cataquack,Rally Kart,12,9,11,8
Cataquack,Zoom Buggy,12,9,11,8
Cataquack,Hot Rod,12,9,11,8
Cataquack,Ribbit Revster,12,9,11,8
Cataquack,Roadster Royale,12,9,11,8
Cataquack,B Dasher,12,9,11,8
Cataquack,Bumble V,12,9,11,8
Cataquack,Carpet Flyer,12,9,11,8
Cataquack,Cloud 9,12,9,11,8
Cataquack,Funky Dorrie,12,10,12,6
Cataquack,Big Horn,13,7,13,7
Cataquack,Billdozer,13,7,13,7
Cataquack,W-Twin Chopper,13,8,10,9
Cataquack,Rallygator,13,8,14,5
Cataquack,Chargin' Truck,14,6,13,7
Cataquack,Tiny Titan,14,6,13,7
Cataquack,Li'l Dumpy,14,6,13,7
Cataquack,Mecha Trike,14,6,13,7
Cataquack,Bowser Bruiser,14,6,13,7
Cataquack,Reel Racer,14,7,11,8
Cataquack,Lobster Roller,14,7,14,5
Cataquack,Junkyard Hog,14,8,12,6
Cataquack,Stellar Sled,15,5,13,7
Conkdor,Standard Bike,7,14,8,11
Conkdor,Cute Scoot,7,14,8,11
Conkdor,Tune Thumper,7,14,8,11
Conkdor,Rally Bike,8,13,8,11
Conkdor,Hyper Pipe,8,13,8,11
Conkdor,Fin Twin,8,13,8,11
Conkdor,Dolphin Dasher,8,13,8,11
Conkdor,Pipe Frame,8,13,9,10
Conkdor,Mach Rocket,9,12,8,11
Conkdor,R.O.B. H.O.G.,9,12,8,11
Conkdor,Biddybuggy,9,12,9,10
Conkdor,Baby Blooper,10,11,9,10
Conkdor,Loco Moto,10,11,9,10
Conkdor,Standard Kart,11,10,10,9
Conkdor,Plushbuggy,11,10,10,9
Conkdor,Blastronaut III,11,11,11,7
Conkdor,Dread Sled,12,8,11,9
Conkdor,Rally Kart,12,9,11,8
Conkdor,Zoom Buggy,12,9,11,8
Conkdor,Hot Rod,12,9,11,8
Conkdor,Ribbit Revster,12,9,11,8
Conkdor,Roadster Royale,12,9,11,8
Conkdor,B Dasher,12,9,11,8
Conkdor,Bumble V,12,9,11,8
Conkdor,Carpet Flyer,12,9,11,8
Conkdor,Cloud 9,12,9,11,8
Conkdor,Funky Dorrie,12,10,12,6
Conkdor,Big Horn,13,7,13,7
Conkdor,Billdozer,13,7,13,7
Conkdor,W-Twin Chopper,13,8,10,9
Conkdor,Rallygator,13,8,14,5
Conkdor,Chargin' Truck,14,6,13,7
Conkdor,Tiny Titan,14,6,13,7
Conkdor,Li'l Dumpy,14,6,13,7
Conkdor,Mecha Trike,14,6,13,7
Conkdor,Bowser Bruiser,14,6,13,7
Conkdor,Reel Racer,14,7,11,8
Conkdor,Lobster Roller,14,7,14,5
Conkdor,Junkyard Hog,14,8,12,6
Conkdor,Stellar Sled,15,5,13,7
Wario,Standard Bike,8,13,9,10
Wario,Cute Scoot,8,13,9,10
Wario,Tune Thumper,8,13,9,10
Wario,Rally Bike,9,12,9,10
Wario,Hyper Pipe,9,12,9,10
Wario,Fin Twin,9,12,9,10
Wario,Dolphin Dasher,9,12,9,10
Wario,Pipe Frame,9,12,10,9
Wario,Mach Rocket,10,11,9,10
Wario,R.O.B. H.O.G.,10,11,9,10
Wario,Biddybuggy,10,11,10,9
Wario,Baby Blooper,11,10,10,9
Wario,Loco Moto,11,10,10,9
Wario,Standard Kart,12,9,11,8
Wario,Plushbuggy,12,9,11,8
Wario,Blastronaut III,12,10,12,6
Wario,Dread Sled,13,7,12,8
Wario,Rally Kart,13,8,12,7
Wario,Zoom Buggy,13,8,12,7
Wario,Hot Rod,13,8,12,7
Wario,Ribbit Revster,13,8,12,7
Wario,Roadster Royale,13,8,12,7
Wario,B Dasher,13,8,12,7
Wario,Bumble V,13,8,12,7
Wario,Carpet Flyer,13,8,12,7
Wario,Cloud 9,13,8,12,7
Wario,Funky Dorrie,13,9,13,5
Wario,Big Horn,14,6,14,6
Wario,Billdozer,14,6,14,6
Wario,W-Twin Chopper,14,7,11,8
Wario,Rallygator,14,7,15,4
Wario,Chargin' Truck,15,5,14,6
Wario,Tiny Titan,15,5,14,6
Wario,Li'l Dumpy,15,5,14,6
Wario,Mecha Trike,15,5,14,6
Wario,Bowser Bruiser,15,5,14,6
Wario,Reel Racer,15,6,12,7
Wario,Lobster Roller,15,6,15,4
Wario,Junkyard Hog,15,7,13,5
Wario,Stellar Sled,16,4,14,6
Waluigi,Standard Bike,8,13,9,10
Waluigi,Cute Scoot,8,13,9,10
Waluigi,Tune Thumper,8,13,9,10
Waluigi,Rally Bike,9,12,9,10
Waluigi,Hyper Pipe,9,12,9,10
Waluigi,Fin Twin,9,12,9,10
Waluigi,Dolphin Dasher,9,12,9,10
Waluigi,Pipe Frame,9,12,10,9
Waluigi,Mach Rocket,10,11,9,10
Waluigi,R.O.B. H.O.G.,10,11,9,10
Waluigi,Biddybuggy,10,11,10,9
Waluigi,Baby Blooper,11,10,10,9
Waluigi,Loco Moto,11,10,10,9
Waluigi,Standard Kart,12,9,11,8
Waluigi,Plushbuggy,12,9,11,8
Waluigi,Blastronaut III,12,10,12,6
Waluigi,Dread Sled,13,7,12,8
Waluigi,Rally Kart,13,8,12,7
Waluigi,Zoom Buggy,13,8,12,7
Waluigi,Hot Rod,13,8,12,7
Waluigi,Ribbit Revster,13,8,12,7
Waluigi,Roadster Royale,13,8,12,7
Waluigi,B Dasher,13,8,12,7
Waluigi,Bumble V,13,8,12,7
Waluigi,Carpet Flyer,13,8,12,7
Waluigi,Cloud 9,13,8,12,7
Waluigi,Funky Dorrie,13,9,13,5
Waluigi,Big Horn,14,6,14,6
Waluigi,Billdozer,14,6,14,6
Waluigi,W-Twin Chopper,14,7,11,8
Waluigi,Rallygator,14,7,15,4
Waluigi,Chargin' Truck,15,5,14,6
Waluigi,Tiny Titan,15,5,14,6
Waluigi,Li'l Dumpy,15,5,14,6
Waluigi,Mecha Trike,15,5,14,6
Waluigi,Bowser Bruiser,15,5,14,6
Waluigi,Reel Racer,15,6,12,7
Waluigi,Lobster Roller,15,6,15,4
Waluigi,Junkyard Hog,15,7,13,5
Waluigi,Stellar Sled,16,4,14,6
Donkey Kong,Standard Bike,8,13,9,10
Donkey Kong,Cute Scoot,8,13,9,10
Donkey Kong,Tune Thumper,8,13,9,10
Donkey Kong,Rally Bike,9,12,9,10
Donkey Kong,Hyper Pipe,9,12,9,10
Donkey Kong,Fin Twin,9,12,9,10
Donkey Kong,Dolphin Dasher,9,12,9,10
Donkey Kong,Pipe Frame,9,12,10,9
Donkey Kong,Mach Rocket,10,11,9,10
Donkey Kong,R.O.B. H.O.G.,10,11,9,10
Donkey Kong,Biddybuggy,10,11,10,9
Donkey Kong,Baby Blooper,11,10,10,9
Donkey Kong,Loco Moto,11,10,10,9
Donkey Kong,Standard Kart,12,9,11,8
Donkey Kong,Plushbuggy,12,9,11,8
Donkey Kong,Blastronaut III,12,10,12,6
Donkey Kong,Dread Sled,13,7,12,8
Donkey Kong,Rally Kart,13,8,12,7
Donkey Kong,Zoom Buggy,13,8,12,7
Donkey Kong,Hot Rod,13,8,12,7
Donkey Kong,Ribbit Revster,13,8,12,7
Donkey Kong,Roadster Royale,13,8,12,7
Donkey Kong,B Dasher,13,8,12,7
Donkey Kong,Bumble V,13,8,12,7
Donkey Kong,Carpet Flyer,13,8,12,7
Donkey Kong,Cloud 9,13,8,12,7
Donkey Kong,Funky Dorrie,13,9,13,5
Donkey Kong,Big Horn,14,6,14,6
Donkey Kong,Billdozer,14,6,14,6
Donkey Kong,W-Twin Chopper,14,7,11,8
Donkey Kong,Rallygator,14,7,15,4
Donkey Kong,Chargin' Truck,15,5,14,6
Donkey Kong,Tiny Titan,15,5,14,6
Donkey Kong,Li'l Dumpy,15,5,14,6
Donkey Kong,Mecha Trike,15,5,14,6
Donkey Kong,Bowser Bruiser,15,5,14,6
Donkey Kong,Reel Racer,15,6,12,7
Donkey Kong,Lobster Roller,15,6,15,4
Donkey Kong,Junkyard Hog,15,7,13,5
Donkey Kong,Stellar Sled,16,4,14,6
Wiggler,Standard Bike,8,13,9,10
Wiggler,Cute Scoot,8,13,9,10
Wiggler,Tune Thumper,8,13,9,10
Wiggler,Rally Bike,9,12,9,10
Wiggler,Hyper Pipe,9,12,9,10
Wiggler,Fin Twin,9,12,9,10
Wiggler,Dolphin Dasher,9,12,9,10
Wiggler,Pipe Frame,9,12,10,9
Wiggler,Mach Rocket,10,11,9,10
Wiggler,R.O.B. H.O.G.,10,11,9,10
Wiggler,Biddybuggy,10,11,10,9
Wiggler,Baby Blooper,11,10,10,9
Wiggler,Loco Moto,11,10,10,9
Wiggler,Standard Kart,12,9,11,8
Wiggler,Plushbuggy,12,9,11,8
Wiggler,Blastronaut III,12,10,12,6
Wiggler,Dread Sled,13,7,12,8
Wiggler,Rally Kart,13,8,12,7
Wiggler,Zoom Buggy,13,8,12,7
Wiggler,Hot Rod,13,8,12,7
Wiggler,Ribbit Revster,13,8,12,7
Wiggler,Roadster Royale,13,8,12,7
Wiggler,B Dasher,13,8,12,7
Wiggler,Bumble V,13,8,12,7
Wiggler,Carpet Flyer,13,8,12,7
Wiggler,Cloud 9,13,8,12,7
Wiggler,Funky Dorrie,13,9,13,5
Wiggler,Big Horn,14,6,14,6
Wiggler,Billdozer,14,6,14,6
Wiggler,W-Twin Chopper,14,7,11,8
Wiggler,Rallygator,14,7,15,4
Wiggler,Chargin' Truck,15,5,14,6
Wiggler,Tiny Titan,15,5,14,6
Wiggler,Li'l Dumpy,15,5,14,6
Wiggler,Mecha Trike,15,5,14,6
Wiggler,Bowser Bruiser,15,5,14,6
Wiggler,Reel Racer,15,6,12,7
Wiggler,Lobster Roller,15,6,15,4
Wiggler,Junkyard Hog,15,7,13,5
Wiggler,Stellar Sled,16,4,14,6
Cow,Standard Bike,8,13,9,10
Cow,Cute Scoot,8,13,9,10
Cow,Tune Thumper,8,13,9,10
Cow,Rally Bike,9,12,9,10
Cow,Hyper Pipe,9,12,9,10
Cow,Fin Twin,9,12,9,10
Cow,Dolphin Dasher,9,12,9,10
Cow,Pipe Frame,9,12,10,9
Cow,Mach Rocket,10,11,9,10
Cow,R.O.B. H.O.G.,10,11,9,10
Cow,Biddybuggy,10,11,10,9
Cow,Baby Blooper,11,10,10,9
Cow,Loco Moto,11,10,10,9
Cow,Standard Kart,12,9,11,8
Cow,Plushbuggy,12,9,11,8
Cow,Blastronaut III,12,10,12,6
Cow,Dread Sled,13,7,12,8
Cow,Rally Kart,13,8,12,7
Cow,Zoom Buggy,13,8,12,7
Cow,Hot Rod,13,8,12,7
Cow,Ribbit Revster,13,8,12,7
Cow,Roadster Royale,13,8,12,7
Cow,B Dasher,13,8,12,7
Cow,Bumble V,13,8,12,7
Cow,Carpet Flyer,13,8,12,7
Cow,Cloud 9,13,8,12,7
Cow,Funky Dorrie,13,9,13,5
Cow,Big Horn,14,6,14,6
Cow,Billdozer,14,6,14,6
Cow,W-Twin Chopper,14,7,11,8
Cow,Rallygator,14,7,15,4
Cow,Chargin' Truck,15,5,14,6
Cow,Tiny Titan,15,5,14,6
Cow,Li'l Dumpy,15,5,14,6
Cow,Mecha Trike,15,5,14,6
Cow,Bowser Bruiser,15,5,14,6
Cow,Reel Racer,15,6,12,7
Cow,Lobster Roller,15,6,15,4
Cow,Junkyard Hog,15,7,13,5
Cow,Stellar Sled,16,4,14,6
Chargin' Chuck,Standard Bike,8,13,9,10
Chargin' Chuck,Cute Scoot,8,13,9,10
Chargin' Chuck,Tune Thumper,8,13,9,10
Chargin' Chuck,Rally Bike,9,12,9,10
Chargin' Chuck,Hyper Pipe,9,12,9,10
Chargin' Chuck,Fin Twin,9,12,9,10
Chargin' Chuck,Dolphin Dasher,9,12,9,10
Chargin' Chuck,Pipe Frame,9,12,10,9
Chargin' Chuck,Mach Rocket,10,11,9,10
Chargin' Chuck,R.O.B. H.O.G.,10,11,9,10
Chargin' Chuck,Biddybuggy,10,11,10,9
Chargin' Chuck,Baby Blooper,11,10,10,9
Chargin' Chuck,Loco Moto,11,10,10,9
Chargin' Chuck,Standard Kart,12,9,11,8
Chargin' Chuck,Plushbuggy,12,9,11,8
Chargin' Chuck,Blastronaut III,12,10,12,6
Chargin' Chuck,Dread Sled,13,7,12,8
Chargin' Chuck,Rally Kart,13,8,12,7
Chargin' Chuck,Zoom Buggy,13,8,12,7
Chargin' Chuck,Hot Rod,13,8,12,7
Chargin' Chuck,Ribbit Revster,13,8,12,7
Chargin' Chuck,Roadster Royale,13,8,12,7
Chargin' Chuck,B Dasher,13,8,12,7
Chargin' Chuck,Bumble V,13,8,12,7
Chargin' Chuck,Carpet Flyer,13,8,12,7
Chargin' Chuck,Cloud 9,13,8,12,7
Chargin' Chuck,Funky Dorrie,13,9,13,5
Chargin' Chuck,Big Horn,14,6,14,6
Chargin' Chuck,Billdozer,14,6,14,6
Chargin' Chuck,W-Twin Chopper,14,7,11,8
Chargin' Chuck,Rallygator,14,7,15,4
Chargin' Chuck,Chargin' Truck,15,5,14,6
Chargin' Chuck,Tiny Titan,15,5,14,6
Chargin' Chuck,Li'l Dumpy,15,5,14,6
Chargin' Chuck,Mecha Trike,15,5,14,6
Chargin' Chuck,Bowser Bruiser,15,5,14,6
Chargin' Chuck,Reel Racer,15,6,12,7
Chargin' Chuck,Lobster Roller,15,6,15,4
Chargin' Chuck,Junkyard Hog,15,7,13,5
Chargin' Chuck,Stellar Sled,16,4,14,6
Pianta,Standard Bike,8,13,9,10
Pianta,Cute Scoot,8,13,9,10
Pianta,Tune Thumper,8,13,9,10
Pianta,Rally Bike,9,12,9,10
Pianta,Hyper Pipe,9,12,9,10
Pianta,Fin Twin,9,12,9,10
Pianta,Dolphin Dasher,9,12,9,10
Pianta,Pipe Frame,9,12,10,9
Pianta,Mach Rocket,10,11,9,10
Pianta,R.O.B. H.O.G.,10,11,9,10
Pianta,Biddybuggy,10,11,10,9
Pianta,Baby Blooper,11,10,10,9
Pianta,Loco Moto,11,10,10,9
Pianta,Standard Kart,12,9,11,8
Pianta,Plushbuggy,12,9,11,8
Pianta,Blastronaut III,12,10,12,6
Pianta,Dread Sled,13,7,12,8
Pianta,Rally Kart,13,8,12,7
Pianta,Zoom Buggy,13,8,12,7
Pianta,Hot Rod,13,8,12,7
Pianta,Ribbit Revster,13,8,12,7
Pianta,Roadster Royale,13,8,12,7
Pianta,B Dasher,13,8,12,7
Pianta,Bumble V,13,8,12,7
Pianta,Carpet Flyer,13,8,12,7
Pianta,Cloud 9,13,8,12,7
Pianta,Funky Dorrie,13,9,13,5
Pianta,Big Horn,14,6,14,6
Pianta,Billdozer,14,6,14,6
Pianta,W-Twin Chopper,14,7,11,8
Pianta,Rallygator,14,7,15,4
Pianta,Chargin' Truck,15,5,14,6
Pianta,Tiny Titan,15,5,14,6
Pianta,Li'l Dumpy,15,5,14,6
Pianta,Mecha Trike,15,5,14,6
Pianta,Bowser Bruiser,15,5,14,6
Pianta,Reel Racer,15,6,12,7
Pianta,Lobster Roller,15,6,15,4
Pianta,Junkyard Hog,15,7,13,5
Pianta,Stellar Sled,16,4,14,6
Baby Peach,Rally Kart,7,14,6,13
Baby Peach,Zoom Buggy,7,14,6,13
Baby Peach,Hot Rod,7,14,6,13
Baby Peach,Ribbit Revster,7,14,6,13
Baby Peach,Roadster Royale,7,14,6,13
Baby Peach,B Dasher,7,14,6,13
Baby Peach,Bumble V,7,14,6,13
Baby Peach,Carpet Flyer,7,14,6,13
Baby Peach,Cloud 9,7,14,6,13
Baby Peach,Funky Dorrie,7,15,7,11
Baby Peach,Stellar Sled,10,10,8,12
Baby Daisy,Rally Kart,7,14,6,13
Baby Daisy,Zoom Buggy,7,14,6,13
Baby Daisy,Hot Rod,7,14,6,13
Baby Daisy,Ribbit Revster,7,14,6,13
Baby Daisy,Roadster Royale,7,14,6,13
Baby Daisy,B Dasher,7,14,6,13
Baby Daisy,Bumble V,7,14,6,13
Baby Daisy,Carpet Flyer,7,14,6,13
Baby Daisy,Cloud 9,7,14,6,13
Baby Daisy,Funky Dorrie,7,15,7,11
Baby Daisy,Stellar Sled,10,10,8,12
Para-Biddybud,Rally Kart,7,14,6,13
Para-Biddybud,Zoom Buggy,7,14,6,13
Para-Biddybud,Hot Rod,7,14,6,13
Para-Biddybud,Ribbit Revster,7,14,6,13
Para-Biddybud,Roadster Royale,7,14,6,13
Para-Biddybud,B Dasher,7,14,6,13
Para-Biddybud,Bumble V,7,14,6,13
Para-Biddybud,Carpet Flyer,7,14,6,13
Para-Biddybud,Cloud 9,7,14,6,13
Para-Biddybud,Funky Dorrie,7,15,7,11
Para-Biddybud,Stellar Sled,10,10,8,12
Swoop,Rally Kart,7,14,6,13
Swoop,Zoom Buggy,7,14,6,13
Swoop,Hot Rod,7,14,6,13
Swoop,Ribbit Revster,7,14,6,13
Swoop,Roadster Royale,7,14,6,13
Swoop,B Dasher,7,14,6,13
Swoop,Bumble V,7,14,6,13
Swoop,Carpet Flyer,7,14,6,13
Swoop,Cloud 9,7,14,6,13
Swoop,Funky Dorrie,7,15,7,11
Swoop,Stellar Sled,10,10,8,12
Bowser,Rally Kart,13,7,13,7
Bowser,Zoom Buggy,13,7,13,7
Bowser,Hot Rod,13,7,13,7
Bowser,Ribbit Revster,13,7,13,7
Bowser,Roadster Royale,13,7,13,7
Bowser,B Dasher,13,7,13,7
Bowser,Bumble V,13,7,13,7
Bowser,Carpet Flyer,13,7,13,7
Bowser,Cloud 9,13,7,13,7
Bowser,Funky Dorrie,13,8,14,5
Bowser,Stellar Sled,16,3,15,6
